id,title,rank,start_date,studio,mean,popularity,num_list_users,num_scoring_users,genres
33506,Ao no Exorcist: Kyoto Fujouou-hen,2456,2017-01-07,A-1 Pictures,7.35,251,762580,412569,
18893,Aoki Hagane no Arpeggio: Ars Nova,2457,2013-10-08,SANZIGEN,7.35,1523,150495,69669,
40060,BNA,2458,2020-04-09,Trigger,7.35,641,366094,201925,
38699,Boku no Hero Academia the Movie 1: Futari no Hero Specials,2459,2019-02-13,Bones,7.35,1680,132674,60203,
2116,Captain Tsubasa,2460,1983-10-13,Tsuchida Productions,7.35,2268,86469,52088,
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,2461,2000-03-11,Shin-Ei Animation,7.35,6057,11264,7182,
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,2462,2003-03-08,Shin-Ei Animation,7.35,6262,10366,6572,
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,2463,1995-07-15,Toei Animation,7.35,1689,132379,82200,
1886,Fushigiboshi no☆Futagohime Gyu!,2464,2006-04-01,J.C.Staff,7.35,7667,6341,2329,
23311,Garo: Honoo no Kokuin,2465,2014-10-04,MAPPA,7.35,1573,144408,51311,
506,Glass no Kamen,2466,1984-04-09,Eiken,7.35,6559,9333,2726,
1825,Hadashi no Gen 2,2467,1986-06-14,Madhouse,7.35,5572,13891,6045,
32648,Handa-kun,2468,2016-07-08,Diomedéa,7.35,810,297957,134011,
2749,Heisei Inu Monogatari Bow,2469,1993-10-14,Nippon Animation,7.35,12161,1443,593,
10765,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,2470,2002,Pierrot,7.35,7375,6954,3036,
36824,Huyao Xiao Hongniang: Nan Guo,2471,2017-11-24,Haoliners Animation League,7.35,7165,7498,2059,
13469,Hyouka: Motsubeki Mono wa,2472,2012-07-08,Kyoto Animation,7.35,1261,189105,114192,
34787,Idol Time PriPara,2473,2017-04-04,Tatsunoko Production,7.35,7354,6999,2033,
50685,Kaginado Season 2,2474,2022-04-13,LIDENFILMS Kyoto Studio,7.35,5693,13236,5447,
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,2475,2010-07-24,J.C.Staff,7.35,2101,97553,48344,
1454,Kemonozume,2476,2006-08-06,Madhouse,7.35,2460,75198,19850,
49827,Kidou Senshi Gundam: Cucuruz Doan no Shima,2477,2022-06-03,Sunrise,7.35,6394,9892,4534,
13837,Meitantei Conan Bonus File: Fantasista no Hana,2478,2012-04-14,Sunrise,7.35,6459,9665,4063,
48590,Mini Dragon,2479,2021-04-07,Kyoto Animation,7.35,2802,60500,36160,
40513,Nami yo Kiitekure,2480,2020-04-04,Sunrise,7.35,2290,85105,30864,
27787,Nisekoi:,2481,2015-04-10,Shaft,7.35,286,695209,426813,
3965,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,2482,2007-10-05,J.C.Staff,7.35,4114,28947,16103,
38313,Oushitsu Kyoushi Heine Movie,2483,2019-02-16,Tear Studio,7.35,4466,24228,9500,
38528,Quanzhi Fashi III,2484,2018-10-12,Foch Films,7.35,2920,56124,27445,
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,2485,1994-08-20,Studio Deen,7.35,5193,16763,8111,
23421,Re:␣Hamatora,2486,2014-07-08,Lerche,7.35,1381,169405,78630,
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,2487,2020-01-11,Zero-G,7.35,673,348359,146860,
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2488,2021-10-06,SILVER LINK.,7.35,416,529982,292979,
24037,Selector Spread WIXOSS,2489,2014-10-04,J.C.Staff,7.35,2401,78549,39799,
48965,Shen Lan Qi Yu Wushuang Zhu,2490,2022-07-23,High Energy Studio,7.35,11571,1779,529,
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",2491,2014-09-27,Production I.G,7.35,3412,42173,19264,
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,2492,2008-02-26,Gainax,7.35,3324,44080,19688,
30344,The iDOLM@STER Cinderella Girls 2nd Season,2493,2015-07-18,A-1 Pictures,7.35,3678,36734,17757,
4654,Toaru Majutsu no Index,2494,2008-10-05,J.C.Staff,7.35,225,813271,387528,
1919,Urusei Yatsura OVA,2495,1985-09-24,Madhouse,7.35,6932,8193,2764,
35645,Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,2496,2019-06-14,A-1 Pictures,7.35,5780,12632,2398,
53833,Watashi no Oshi wa Akuyaku Reijou.,2497,2023-10-03,Platinum Vision,7.35,2089,98211,43655,
50274,Yao Shen Ji 5th Season,2498,2021-10-30,Ruo Hong Culture,7.35,8998,4140,1419,
18177,Yowamushi Pedal: Special Ride,2499,2013-08-08,TMS Entertainment,7.35,4887,19657,9450,
15911,Yuyushiki,2500,2013-04-10,Kinema Citrus,7.35,1959,108456,40252,
2555,Shoukoushi Cedie,2501,1988-01-10,Nippon Animation,7.34,8686,4613,1515,
1170,Slayers Specials,2502,1996-07-25,J.C.Staff,7.34,4868,19894,9922,
38005,Strike Witches: Road to Berlin,2503,2020-10-08,David Production,7.34,4220,27349,7840,
10232,Tamayura: Hitotose,2504,2011-10-03,TYO Animations,7.34,3183,47817,13774,
2337,Tetsujin 28-gou (2004),2505,2004-04-08,Palm Studio,7.34,8028,5683,1280,
3009,Tiger Mask,2506,1969-10-02,Toei Animation,7.34,6195,10652,4090,
5832,Tiger Mask Nisei,2507,1981-04-20,Toei Animation,7.34,7591,6497,2931,
5332,Toshokan Sensou: Koi no Shougai,2508,2008-10-01,Production I.G,7.34,6243,10442,5713,
37986,Trinity Seven Movie 2: Heavens Library to Crimson Lord,2509,2019-03-29,Seven Arcs Pictures,7.34,1921,111534,51904,
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,2510,2015-03-25,Seven Arcs Pictures,7.34,1614,140350,74655,
39024,Wu Dong Qian Kun,2511,2019-01-27,Motion Magic,7.34,6999,7961,3277,
50404,Xian Wang de Richang Shenghuo 3,2512,2022-09-30,Pb Animation Co. Ltd.,7.34,2222,89474,26639,
40734,Yao Shen Ji 4th Season,2513,2020-04-08,Ruo Hong Culture,7.34,7498,6683,2909,
1891,YAT Anshin! Uchuu Ryokou,2514,1996-10-05,Xebec,7.34,10488,2524,968,
970,Yokoyama Mitsuteru Sangokushi,2515,1991-10-18,Azeta Pictures,7.34,7662,6349,2300,
4970,Afro Samurai: Resurrection,2516,2009-01-25,Gonzo,7.34,1996,105832,61291,
40004,Bokutachi wa Benkyou ga Dekinai!,2517,2019-10-06,Silver,7.34,805,298800,169572,
1475,City Hunter: Bay City Wars,2518,1990-08-25,Sunrise,7.34,6782,8554,3669,
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,2519,2012-07-16,Sunrise,7.34,1305,182618,91715,
8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,2520,2000-04-22,Shin-Ei Animation,7.34,6931,8201,5012,
1858,Gakuen Utopia Manabi Straight!,2521,2007-01-08,ufotable,7.34,3973,31393,11091,
23703,Gatchaman Crowds: Embrace,2522,2014-01-22,Tatsunoko Production,7.34,5125,17363,8182,
38476,Heya Camp△,2523,2020-01-06,C-Station,7.34,2102,97539,44290,
2330,Jibaku-kun,2524,1999-10-05,Trans Arts,7.34,5648,13538,6324,
48612,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,2525,2021-06-25,Toei Animation,7.34,5667,13399,4529,
33490,Kaitou Joker 4th Season,2526,2016-10-03,Shin-Ei Animation,7.34,8774,4497,1901,
1878,Kaze no Shoujo Emily,2527,2007-04-07,TMS Entertainment,7.34,7084,7702,2514,
8841,Kore wa Zombie desu ka?,2528,2011-01-11,Studio Deen,7.34,344,625202,343624,
19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,2529,2014-06-28,Production I.G,7.34,3250,45864,21091,
207,Lodoss-tou Senki,2530,1990-06-30,Madhouse,7.34,2442,76289,25665,
3268,Mai-Otome 0: S.ifr,2531,2008-02-21,Sunrise,7.34,5473,14540,7225,
1064,Mazinkaiser,2532,2001-09-25,Brain's Base,7.34,6113,10992,4508,
51203,Meng Qi Shi Shen: Huanxi Zhui Hun,2533,2022-07-05,Wawayu Animation,7.34,8533,4877,1716,
54883,Mononogatari 2nd Season,2534,2023-07-04,Bandai Namco Pictures,7.34,3837,33362,13622,
41168,Nakitai Watashi wa Neko wo Kaburu,2535,2020-06-18,Studio Colorido,7.34,522,431842,263925,
36043,Net-juu no Susume Special,2536,2017-12-08,Signal.MD,7.34,1952,109343,67228,
10928,Nogizaka Haruka no Himitsu Finale ♪,2537,2012-08-19,Diomedéa,7.34,3655,37160,20071,
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,2538,2010-12-22,A-1 Pictures,7.34,6789,8537,4002,
50461,Otome Game Sekai wa Mob ni Kibishii Sekai desu,2539,2022-04-03,ENGI,7.34,795,301261,158182,
30714,Owaranai Seraph,2540,2015-06-24,Wit Studio,7.34,2167,93518,40491,
31918,Owaranai Seraph: Nagoya-hen,2541,2015-12-25,Wit Studio,7.34,2914,56437,21891,
6896,Pandora Hearts Omake,2542,2009-07-24,Xebec,7.34,3242,46005,21520,
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,2543,1999-07-17,OLM,7.34,1245,190970,124859,
238,Rekka no Honoo,2544,1997-07-19,Pierrot,7.34,2636,67238,28210,
20709,Sabage-bu!,2545,2014-07-06,Pierrot Plus,7.34,1489,156077,56894,
34102,Sakurada Reset,2546,2017-04-05,David Production,7.34,1563,145626,42737,
10464,Seitokai no Ichizon Lv.2,2547,2012-10-13,AIC,7.34,2545,71452,35511,
9023,Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,2548,2010-04-07,Artland,7.33,5147,17125,7365,
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,2549,1981-01-04,Nippon Animation,7.33,7387,6931,2801,
1091,Kidou Senshi Gundam II: Ai Senshi-hen,2550,1981-07-11,Sunrise,7.33,3732,35525,21589,
3358,Kure-nai,2551,2008-04-04,Brain's Base,7.33,2211,90002,37249,
33106,Love Live! μ's Final Love Live! Opening Animation,2552,2016-03-31,Sunrise,7.33,7053,7808,2520,
1419,Lupin III: Kutabare! Nostradamus,2553,1995-04-22,Tokyo Movie Shinsha,7.33,5957,11752,5549,
50094,Lupin III: Part 6 - Jidai,2554,2021-10-10,TMS Entertainment,7.33,7748,6164,2896,
1439,Lupin III: Walther P38,2555,1997-08-01,Tokyo Movie Shinsha,7.33,6704,8798,3849,
12917,Madang-eul Naon Amtalg,2556,2011-07-28,Odolttogi,7.33,8935,4240,1702,
2818,Madou King Granzort,2557,1989-04-07,Sunrise,7.33,10223,2742,846,
49847,Meng Qi Shi Shen: Zaijie Liangyuan,2558,2021-10-09,Wawayu Animation,7.33,6966,8063,2820,
3225,Minami-ke Okawari,2559,2008-01-07,asread.,7.33,2524,72605,40359,
5273,Miracle Giants Doumu-kun,2560,1989-04-02,asread.,7.33,11566,1781,595,
30016,Nanbaka,2561,2016-10-05,Satelight,7.33,703,333648,144891,
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,2562,2009-08-01,Pierrot,7.33,1156,207682,117310,
5252,One Piece: Romance Dawn Story,2563,2008-11-24,Toei Animation,7.33,3008,53143,27018,
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,2564,2011-02-22,AIC Build,7.33,1246,190490,121089,
17875,Papa no Iukoto wo Kikinasai! OVA,2565,2013-06-25,feel.,7.33,3585,38661,22481,
37596,Poputepipikku TV Special,2566,2019-04-01,Kamikaze Douga,7.33,4397,25112,9510,
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,2567,2014-03-15,Toei Animation,7.33,8674,4633,1898,
18041,Rozen Maiden (2013),2568,2013-07-05,Studio Deen,7.33,2397,78889,32643,
13429,Sakasama no Patema: Beginning of the Day,2569,2012-02-26,Studio Rikka,7.33,4106,29104,11982,
10884,Saki Achiga-hen: Episode of Side-A,2570,2012-04-09,Studio Gokumi,7.33,3651,37261,16078,
5355,Sengoku Basara,2571,2009-04-02,Production I.G,7.33,1443,161710,65319,
6572,Shakugan no Shana S,2572,2009-10-23,J.C.Staff,7.33,2297,84457,41335,
31327,Shokugeki no Souma OVA,2573,2016-05-02,J.C.Staff,7.33,1784,122991,61843,
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,2574,2012-10-27,Toei Animation,7.33,8030,5682,2675,
815,Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,2575,2005-01-29,Production I.G,7.33,4677,21724,11980,
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,2576,2014-05-11,Production I.G,7.33,6192,10670,4226,
10798,Un-Go,2577,2011-10-14,Bones,7.33,1518,151958,58554,
45599,Xue Ying Ling Zhu 2nd Season,2578,2020-12-31,Mili Pictures,7.33,10474,2536,1177,
1892,YAT Anshin! Uchuu Ryokou 2,2579,1998-04-11,Group TAC,7.33,12235,1409,615,
42629,Yeon-ae Halujeon 2,2580,2018-03-30,LICO,7.33,5396,15086,7599,
6408,"""Bungaku Shoujo"" Movie",2581,2010-05-01,Production I.G,7.33,2617,68109,27703,
9611,Aa! Megami-sama! (2011),2582,2011-02-23,AIC,7.33,4595,22529,9675,
3549,Allison to Lillia,2583,2008-04-03,Madhouse,7.33,3385,42828,15299,
49599,Ani ni Tsukeru Kusuri wa Nai! 5,2584,2022-06-29,Planet Cartoon,7.33,5443,14757,5172,
1589,Bartender,2585,2006-10-15,Palm Studio,7.33,2162,93783,28055,
10479,Beelzebub Specials,2586,2011-06-29,Pierrot,7.33,4510,23653,7112,
1521,Black Jack the Movie,2587,1996-11-30,Tezuka Productions,7.33,5644,13555,6895,
53905,Cang Lan Jue Part 2,2588,2022-12-23,Tezuka Productions,7.33,12100,1480,548,
15927,Carnival Phantasm: HibiChika Special,2589,2012-07-07,Lerche,7.33,3789,34260,19094,
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,2590,1996-04-19,Shin-Ei Animation,7.33,6802,8498,5133,
2649,Doraemon: Obaachan no Omoide,2591,2000-03-04,Shin-Ei Animation,7.33,9458,3536,1812,
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,2592,2013-02-15,Satelight,7.33,2213,89810,45740,
18507,Free!,2593,2013-07-04,Kyoto Animation,7.33,235,798459,439636,
2916,Genki Bakuhatsu Ganbaruger,2594,1992-04-01,Sunrise,7.33,11984,1534,485,
15863,Ginga Kikoutai Majestic Prince,2595,2013-04-04,Doga Kobo,7.33,2942,55490,23801,
54791,Given Movie 2: Hiiragi Mix,2596,2024-01-27,Lerche,7.33,4326,26062,241,
48857,Healer Girl,2597,2022-04-04,Studio 3Hz,7.33,3909,32328,10982,
11617,High School DxD,2598,2012-01-06,TNK,7.33,86,1424096,899802,
55115,Hokkyoku Hyakkaten no Concierge-san,2599,2023-10-20,Production I.G,7.33,8240,5333,367,
33241,Honobono Log,2600,2016-06-07,Fanworks,7.33,2384,79574,34369,
10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",2601,2011-07-29,Satelight,7.33,6751,8663,4510,
50,Aa! Megami-sama! (TV),2602,2005-01-07,AIC,7.32,1457,159913,77739,
38753,Araburu Kisetsu no Otome-domo yo.,2603,2019-07-06,Lay-duce,7.32,691,338599,152391,
5244,Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,2604,2006-05-07,HAL Film Maker,7.32,5210,16635,7409,
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,2605,1995-12-23,Toei Animation,7.32,4329,26024,12371,
68,Black Cat (TV),2606,2005-10-07,Gonzo,7.32,894,270380,129390,
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,2607,2016-07-06,Pierrot,7.32,1877,114681,64251,
1347,Bubblegum Crisis,2608,1987-02-25,AIC,7.32,2966,54581,16060,
17269,Captain Herlock,2609,2013-09-07,Toei Animation,7.32,3006,53272,31455,
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,2610,2000-07-15,Madhouse,7.32,3948,31787,16253,
6149,Chibi Maruko-chan (1995),2611,1995-01-08,Nippon Animation,7.32,7837,5988,1893,
2817,Cinderella Monogatari,2612,1996-04-04,Tatsunoko Production,7.32,6912,8252,3588,
1476,City Hunter: Hyakuman Dollar no Inbou,2613,1990-08-25,Sunrise,7.32,6981,8001,3421,
23383,D-Frag!*,2614,2014-09-22,Brain's Base,7.32,2700,64591,36126,
50240,Da Li Si Rizhi 2nd Season,2615,2022-11-26,Nice Boat Animation,7.32,12644,1231,322,
24655,Date A Live Movie: Mayuri Judgment,2616,2015-08-22,Production IMS,7.32,1167,205363,114176,
17641,Date A Live: Date to Date,2617,2013-12-06,AIC PLUS+,7.32,1172,203582,116582,
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",2618,1993-03-06,Toei Animation,7.32,1434,162760,104208,
38360,Drifters: The Outlandish Knight,2619,2018-11-30,Hoods Entertainment,7.32,4279,26688,10360,
48649,Fuuto Tantei,2620,2022-08-08,Studio Kai,7.32,2661,66653,17462,
21681,Hanayamata,2621,2014-07-08,Madhouse,7.32,1927,110877,40284,
31500,High School Fleet,2622,2016-04-10,Production IMS,7.32,1999,105630,44438,
55774,"Himesama ""Goumon"" no Jikan desu",2623,2024-01-09,PINE JAM,7.32,3144,48886,15438,
35376,Himouto! Umaru-chan R,2624,2017-10-08,Doga Kobo,7.32,940,256709,131492,
5998,Hottarake no Shima: Haruka to Mahou no Kagami,2625,2009-08-22,Production I.G,7.32,6471,9645,4330,
38533,Huyao Xiao Hongniang: Zhu Ye,2626,2019-03-01,Haoliners Animation League,7.32,8281,5270,1247,
1021,Kaikan Phrase,2627,1999-04-20,Studio Hibari,7.32,5604,13766,4071,
34290,Kirakira☆Precure A La Mode,2628,2017-02-05,Toei Animation,7.32,5661,13416,4839,
52173,Koori Zokusei Danshi to Cool na Douryou Joshi,2629,2023-01-04,Zero-G,7.32,1186,200932,81584,
17643,Little Busters! Sekai no Saitou wa Ore ga Mamoru!,2630,2013-11-15,J.C.Staff,7.32,4103,29153,14094,
10624,Mardock Scramble: The Second Combustion,2631,2011-09-03,GoHands,7.32,3507,40352,21092,
52973,Megami no Café Terrace,2632,2023-04-08,Tezuka Productions,7.32,1939,110275,48508,
10531,Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,2633,2011-04-16,TMS Entertainment,7.32,6339,10097,4411,
2512,Meitantei Conan OVA 02: 16-nin no Yougisha,2634,2002-01-16,TMS Entertainment,7.32,5153,17066,8803,
601,Nekojiru-sou,2635,2001-02-21,J.C.Staff,7.32,2376,79833,38092,
28149,Nihon Animator Mihonichi,2636,2014-11-07,Sunrise,7.32,3446,41413,12183,
4114,Onegai My Melody: Kurukuru Shuffle!,2637,2006-04-02,Studio Comet,7.32,7910,5861,1665,
1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,2638,2005-07-16,OLM,7.32,1836,118039,74153,
9061,RPG Densetsu Hepoi,2639,1990-10-06,Gallop,7.32,13205,1049,296,
38759,Sewayaki Kitsune no Senko-san,2640,2019-04-10,Doga Kobo,7.32,664,352488,176901,
4715,Shigofumi: Sore kara,2641,2008-09-26,J.C.Staff,7.32,5123,17368,9835,
40902,Shokugeki no Souma: Gou no Sara,2642,2020-04-11,J.C.Staff,7.32,415,530157,267891,
1764,Slam Dunk (Movie),2643,1994-03-12,Toei Animation,7.32,4824,20319,10313,
55802,The iDOLM@STER Cinderella Girls: U149 Special,2644,2023-10-25,CygamesPictures,7.32,12367,1350,598,
35249,Uma Musume: Pretty Derby,2645,2018-04-02,P.A. Works,7.32,1607,140861,53578,
49241,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,2646,2021-06-26,Wit Studio,7.32,4886,19707,7883,
2087,VS Knight Lamune & 40 Fire,2647,1996-04-03,Ashi Productions,7.32,9526,3459,1251,
41094,Xian Wang de Richang Shenghuo,2648,2020-01-18,Haoliners Animation League,7.32,723,329433,153721,
38250,Xiao Lu He Xiao Lan,2649,2018-08-27,Haoliners Animation League,7.32,6297,10241,2027,
3712,Zero no Tsukaima: Princesses no Rondo,2650,2008-07-07,J.C.Staff,7.32,505,445782,271215,
764,Zoids Shinseiki/Zero,2651,2001-01-06,Xebec,7.32,4109,29055,15855,
53356,Shuumatsu Train Doko e Iku?,2652,2024-04-01,EMT Squared,7.31,4270,26785,3330,
868,Slayers Great,2653,1997-08-02,J.C.Staff,7.31,4828,20251,9800,
565,Steamboy,2654,2004-07-17,Sunrise,7.31,2315,83552,40808,
23725,Strike Witches: Operation Victory Arrow,2655,2014-12-12,SILVER LINK.,7.31,4378,25356,10127,
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,2656,1993-09-25,AIC,7.31,5265,16044,8134,
944,The Third: Aoi Hitomi no Shoujo,2657,2006-04-14,Xebec,7.31,4663,21862,7901,
10713,Towa no Quon 2: Konton no Ranbu,2658,2011-07-16,Bones,7.31,3547,39366,20870,
48471,Tsuki to Laika to Nosferatu,2659,2021-10-04,Arvo Animation,7.31,1526,150172,53082,
1744,Wagamama☆Fairy Mirumo de Pon!,2660,2002-04-06,Studio Hibari,7.31,4866,19909,8708,
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,2661,2007-11-10,Toei Animation,7.31,7850,5975,2627,
33035,"Yuyushiki: Komarasetari, Komarasaretari",2662,2017-02-22,Kinema Citrus,7.31,5739,12944,5606,
2969,Appleseed Saga Ex Machina,2663,2007-10-20,Digital Frontier,7.31,3537,39502,22569,
44067,Bai Yao Pu 2nd Season,2664,2021-07-18,Digital Frontier,7.31,9014,4115,1077,
34443,Baki,2665,2018-06-25,TMS Entertainment,7.31,541,421824,237078,
4690,Cyborg 009 (1979),2666,1979-03-06,Toei Animation,7.31,6116,10987,3407,
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,2667,2015-04-03,Seven,7.31,1202,198786,120327,
17121,Dareka no Manazashi,2668,2013-02-10,CoMix Wave Films,7.31,2542,71474,37720,
2670,Doraemon Movie 12: Nobita no Dorabian Nights,2669,1991-03-09,CoMix Wave Films,7.31,5869,12176,8184,
38530,Doraemon Movie 39: Nobita no Getsumen Tansaki,2670,2019-03-01,Shin-Ei Animation,7.31,8689,4607,2307,
52318,Doraemon Movie 42: Nobita to Sora no Utopia,2671,2023-03-03,Shin-Ei Animation,7.31,11046,2118,710,
45558,Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,2672,2021-01-31,Original Force,7.31,10303,2673,1320,
653,Galaxy Angel 3,2673,2002-10-06,Madhouse,7.31,6401,9864,4295,
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,2674,2001-08-18,Pierrot,7.31,6350,10045,4467,
476,Ginban Kaleidoscope,2675,2005-10-09,Karaku,7.31,3110,49766,23036,
1316,Idaten Jump,2676,2005-10-01,Trans Arts,7.31,4912,19413,11600,
822,Initial D Extra Stage,2677,2001-03-22,Pastel,7.31,2931,55726,31433,
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,2678,2011-04-20,Production I.G,7.31,3099,49983,19975,
191,Love Hina Christmas Special: Silent Eve,2679,2000-12-25,Xebec,7.31,2860,58354,35849,
16353,Love Lab,2680,2013-07-05,Doga Kobo,7.31,1180,201829,77851,
53671,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,2681,2023-06-23,Sunrise,7.31,6649,8983,3132,
1424,Lupin III: Otakara Henkyaku Daisakusen!!,2682,2003-08-01,TMS Entertainment,7.31,7285,7164,2818,
1426,Lupin III: Part III,2683,1984-03-03,Tokyo Movie Shinsha,7.31,4604,22478,6674,
2107,One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,2684,2007-03-03,Toei Animation,7.31,2560,71077,38836,
1238,One Piece: Mamore! Saigo no Dai Butai,2685,2003-12-14,Toei Animation,7.31,3929,32046,15096,
38483,Ore wo Suki nano wa Omae dake ka yo,2686,2019-10-03,Connect,7.31,492,456200,243390,
36652,Piano no Mori (TV),2687,2018-04-09,Gaina,7.31,1736,127349,54839,
42161,Poketoon,2688,2020-06-04,Magic Bus,7.31,7323,7074,3320,
40005,Quanzhi Fashi IV,2689,2020-05-27,Foch Films,7.31,3535,39583,18018,
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,2690,2022-04-02,Zero-G,7.31,1544,148412,49344,
5984,Ristorante Paradiso,2691,2009-04-09,David Production,7.31,3203,47082,13902,
13599,Robotics;Notes,2692,2012-10-12,Production I.G,7.31,1330,178943,75568,
4061,Shin Grimm Meisaku Gekijou,2693,1988-10-02,Nippon Animation,7.31,10187,2772,1071,
37303,K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,2694,2018-08-04,GoHands,7.3,4445,24502,6825,
6288,Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,2695,2010-09-18,Sunrise,7.3,2748,62729,38937,
9213,Kowarekake no Orgel,2696,2009-12-31,Sunrise,7.3,3757,35045,16611,
5834,Kyojin no Hoshi,2697,1968-03-30,TMS Entertainment,7.3,9943,3001,541,
2253,Mazinger Z,2698,1972-12-03,Toei Animation,7.3,5057,18031,6897,
33983,Onihei,2699,2017-01-10,Studio M2,7.3,3499,40468,14903,
52657,Ousama Ranking: Yuuki no Takarabako,2700,2023-04-14,Wit Studio,7.3,1663,134483,34820,
161,Peace Maker Kurogane,2701,2003-10-08,Gonzo,7.3,2868,58069,23390,
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,2702,2007-07-15,OLM,7.3,1858,116052,72611,
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,2703,2009-03-20,Toei Animation,7.3,7584,6508,2924,
13391,Rakuen Tsuihou,2704,2014-11-15,Graphinica,7.3,2030,102856,45182,
42364,Re:Zero kara Hajimeru Break Time 2nd Season,2705,2020-07-10,Studio PuYUKAI,7.3,3866,32975,13117,
12067,Rurouni Kenshin Special,2706,1998-12-02,Studio Deen,7.3,4807,20498,9268,
42826,Seijo no Maryoku wa Bannou desu,2707,2021-04-06,Diomedéa,7.3,1188,200839,95476,
5909,Seitokai no Ichizon,2708,2009-10-03,Studio Deen,7.3,1223,194762,83192,
55740,Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,2709,2023-07-15,CG Year,7.3,14959,637,198,
7662,Shinrei Tantei Yakumo,2710,2010-10-03,Bee Train,7.3,1671,133443,55964,
1171,Slayers Excellent,2711,1998-10-25,J.C.Staff,7.3,4788,20670,10071,
867,Slayers Gorgeous,2712,1998-08-01,J.C.Staff,7.3,4903,19505,9452,
869,Slayers Return,2713,1996-08-03,J.C.Staff,7.3,4768,20823,10134,
40109,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,2714,2019-11-08,Production I.G,7.3,8938,4234,954,
32105,Sousei no Onmyouji,2715,2016-04-06,Pierrot,7.3,430,513051,215560,
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,2716,2002-12-21,Madhouse,7.3,6638,9029,2750,
198,Speed Grapher,2717,2005-04-08,Gonzo,7.3,1884,114147,41154,
34086,Tales of Zestiria the Cross 2nd Season,2718,2017-01-08,ufotable,7.3,1449,160927,77138,
1303,The Animatrix,2719,2003-06-03,Madhouse,7.3,2317,83436,44873,
